         9311263 function calls (9286735 primitive calls) in 36.064 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
       37    0.000    0.000    0.000    0.000 parameter.py:8(__instancecheck__)
       10    0.000    0.000    0.000    0.000 cbook.py:241(_remove_proxy)
      100    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       28    0.000    0.000    0.000    0.000 {built-in method torch._has_compatible_shallow_copy_type}
       10    0.000    0.000    0.000    0.000 cbook.py:110(_weak_or_strong_ref)
        7    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       20    0.000    0.000    0.000    0.000 colors.py:953(copy)
        2    0.000    0.000    0.000    0.000 parse.py:380(urlparse)
       10    0.000    0.000    0.000    0.000 _methods.py:43(_amin)
       14    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
       10    0.000    0.000    0.000    0.000 PngImagePlugin.py:325(add_text)
       41    0.000    0.000    0.000    0.000 resolver.py:143(resolve)
        7    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
        1    0.000    0.000    0.000    0.000 typing.py:1016(__init__)
       20    0.000    0.000    0.000    0.000 __init__.py:741(__getitem__)
      107    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
       52    0.000    0.000    0.000    0.000 emitter.py:120(need_more_events)
        7    0.000    0.000    0.000    0.000 init.py:356(_calculate_correct_fan)
        7    0.000    0.000    0.000    0.000 enum.py:89(__setitem__)
       10    0.000    0.000    0.000    0.000 pathlib.py:718(suffix)
        1    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
       10    0.000    0.000    0.000    0.000 {method 'detach' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 parse.py:456(urlsplit)
       10    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
       57    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 _ops.py:239(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       20    0.000    0.000    0.000    0.000 colors.py:771(__copy__)
       20    0.000    0.000    0.000    0.000 cbook.py:181(__init__)
        1    0.000    0.000    0.000    0.000 dumper.py:47(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:384(__getattr__)
       10    0.000    0.000    0.000    0.000 {method 'copy' of 'ImagingCore' objects}
        3    0.000    0.000    0.000    0.000 distributed_c10d.py:1180(get_world_size)
        3    0.000    0.000    0.000    0.000 __init__.py:653(get_arch_list)
      140    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:39(LoadingStrategy)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
        7    0.000    0.000    0.000    0.000 init.py:67(calculate_gain)
       10    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       53    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x743500}
       10    0.000    0.000    0.000    0.000 weakref.py:47(__new__)
       99    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 enum.py:222(<setcomp>)
      160    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
      100    0.000    0.000    0.000    0.000 worker.py:89(get_worker_info)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
        1    0.000    0.000    0.000    0.000 __init__.py:154(_check_cubins)
        3    0.000    0.000    0.000    0.000 distributed_c10d.py:571(_get_group_size)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
    20/19    0.000    0.000    0.000    0.000 dataloader.py:418(__setattr__)
       10    0.000    0.000    0.000    0.000 core.py:6677(is_masked)
        2    0.000    0.000    0.000    0.000 __init__.py:391(__getitem__)
        1    0.000    0.000    0.000    0.000 transforms.py:262(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       20    0.000    0.000    0.000    0.000 __init__.py:690(_get)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
       16    0.000    0.000    0.000    0.000 os.py:755(encode)
        2    0.000    0.000    0.000    0.000 utils.py:93(vectors_to_images)
       10    0.000    0.000    0.000    0.000 cm.py:559(set_clim)
        1    0.000    0.000    0.000    0.000 serializer.py:27(open)
        1    0.000    0.000    0.000    0.000 __init__.py:491(_parse_visible_devices)
        7    0.000    0.000    0.000    0.000 distributed_c10d.py:683(is_initialized)
        1    0.000    0.000    0.000    0.000 GANs_abstract_object.py:123(optimizer_initialize)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
      102    0.000    0.000    0.000    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
       10    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
       56    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      126    0.000    0.000    0.000    0.000 {built-in method torch.is_grad_enabled}
        8    0.000    0.000    0.000    0.000 typing.py:986(__setattr__)
       10    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        2    0.000    0.000    0.000    0.000 __init__.py:1467(info)
      102    0.000    0.000    0.000    0.000 __init__.py:89(annotate)
       10    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        1    0.000    0.000    0.000    0.000 emitter.py:38(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       20    0.000    0.000    0.000    0.000 representer.py:77(represent_scalar)
        1    0.000    0.000    0.000    0.000 emitter.py:226(expect_document_root)
       10    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       19    0.000    0.000    0.000    0.000 distributed_c10d.py:403(WORLD)
        1    0.000    0.000    0.000    0.000 pathlib.py:615(_make_child)
       13    0.000    0.000    0.000    0.000 representer.py:147(represent_str)
        1    0.000    0.000    0.000    0.000 typing.py:947(__init__)
     21/1    0.000    0.000    0.000    0.000 serializer.py:60(anchor_node)
        3    0.000    0.000    0.000    0.000 pathlib.py:631(__fspath__)
       74    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       11    0.000    0.000    0.000    0.000 emitter.py:814(write_indent)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        1    0.000    0.000    0.000    0.000 representer.py:171(represent_float)
        1    0.000    0.000    0.000    0.000 optimizers.py:304(__init__)
        2    0.000    0.000    0.000    0.000 dataloader.py:74(create_fetcher)
       13    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
       21    0.000    0.000    0.000    0.000 emitter.py:146(increase_indent)
        1    0.000    0.000    0.000    0.000 posixpath.py:377(abspath)
       21    0.000    0.000    0.000    0.000 representer.py:136(ignore_aliases)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_schema}
        1    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
       56    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       37    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x1539ce2f0430}
        3    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
       36    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        8    0.000    0.000    0.000    0.000 enum.py:470(__setattr__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
        2    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
       56    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       24    0.000    0.000    0.000    0.000 __init__.py:150(<genexpr>)
       20    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
       12    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 Image.py:3407(register_open)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        6    0.000    0.000    0.000    0.000 emitter.py:133(need_events)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       10    0.000    0.000    0.000    0.000 core.py:1362(getmask)
       10    0.000    0.000    0.000    0.000 emitter.py:800(write_indicator)
       20    0.000    0.000    0.000    0.000 emitter.py:18(__init__)
       10    0.000    0.000    0.000    0.000 pathlib.py:710(name)
        1    0.000    0.000    0.000    0.000 vision.py:30(__init__)
       40    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        4    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       10    0.000    0.000    0.000    0.000 PngImagePlugin.py:282(add)
       10    0.000    0.000    0.000    0.000 __init__.py:87(_is_compiled)
       10    0.000    0.000    0.000    0.000 __init__.py:99(check_in_list)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       33    0.000    0.000    0.000    0.000 ImageMode.py:25(__init__)
       21    0.000    0.000    0.000    0.000 module.py:1618(remove_from)
        2    0.000    0.000    0.000    0.000 rendezvous.py:55(_query_to_dict)
        1    0.000    0.000    0.000    0.000 typing.py:267(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 transforms.py:88(__init__)
        2    0.000    0.000    0.000    0.000 emitter.py:178(expect_document_start)
        1    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
       10    0.000    0.000    0.000    0.000 _util.py:5(is_path)
        1    0.000    0.000    0.000    0.000 sampler.py:95(__init__)
       84    0.000    0.000    0.000    0.000 {built-in method torch._C._set_grad_enabled}
        3    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
       10    0.000    0.000    0.000    0.000 emitter.py:827(write_line_break)
        1    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
       11    0.000    0.000    0.000    0.000 Image.py:3457(register_extension)
        1    0.000    0.000    0.000    0.000 emitter.py:214(expect_document_end)
        1    0.000    0.000    0.000    0.000 os.py:683(__setitem__)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 emitter.py:175(expect_first_document_start)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:126(_collect_type_vars)
       42    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       40    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
        1    0.000    0.000    0.000    0.000 optimizers.py:34(__init__)
       35    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
       20    0.000    0.000    0.000    0.000 events.py:65(__init__)
        5    0.000    0.000    0.000    0.000 distributed_c10d.py:702(_get_default_group)
        2    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
        2    0.000    0.000    0.000    0.000 Image.py:3468(register_extensions)
       28    0.000    0.000    0.000    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDeviceCount}
       68    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
       13    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
        8    0.000    0.000    0.000    0.000 typing.py:935(_is_dunder)
        2    0.000    0.000    0.000    0.000 emitter.py:788(flush_stream)
        1    0.000    0.000    0.000    0.000 representer.py:18(__init__)
       20    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x153ad4349cf0}
        2    0.000    0.000    0.000    0.000 distributed_c10d.py:1152(get_rank)
        1    0.000    0.000    0.000    0.000 shape_base.py:215(_vhstack_dispatcher)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       41    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
        1    0.000    0.000    0.000    0.000 serializer.py:36(close)
       41    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
       20    0.000    0.000    0.000    0.000 nodes.py:27(__init__)
       52    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 parse.py:519(urlunparse)
        2    0.000    0.000    0.000    0.000 distributed_c10d.py:179(__new__)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:63(GifImageFile)
        6    0.000    0.000    0.000    0.000 sampler.py:110(num_samples)
        6    0.000    0.000    0.000    0.000 parse.py:123(_coerce_args)
       19    0.000    0.000    0.000    0.000 distributed_c10d.py:323(default_pg)
        2    0.000    0.000    0.000    0.000 parse.py:419(_splitnetloc)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       10    0.000    0.000    0.000    0.000 PngImagePlugin.py:279(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:525(__getitem__)
       70    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       50    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:62(BmpImageFile)
        7    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       12    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       27    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:875(parents)
       49    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       28    0.000    0.000    0.000    0.000 __future__.py:20(get_overwrite_module_params_on_conversion)
        7    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       10    0.000    0.000    0.000    0.000 PngImagePlugin.py:1080(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:7(is_available)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:53(PpmImageFile)
        5    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       20    0.000    0.000    0.000    0.000 colors.py:204(_sanitize_extrema)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:114(_should_collect_from_parameters)
        2    0.000    0.000    0.000    0.000 __init__.py:497(_strtoul)
        4    0.000    0.000    0.000    0.000 representer.py:164(represent_int)
        5    0.000    0.000    0.000    0.000 __init__.py:89(find_spec)
        1    0.000    0.000    0.000    0.000 __init__.py:165(<listcomp>)
       21    0.000    0.000    0.000    0.000 emitter.py:459(process_anchor)
        1    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
       30    0.000    0.000    0.000    0.000 cm.py:609(norm)
        2    0.000    0.000    0.000    0.000 rendezvous.py:56(<dictcomp>)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:227(__init__)
        2    0.000    0.000    0.000    0.000 {method 'manual_seed' of 'torch._C.Generator' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch.set_vital}
        3    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:72(<dictcomp>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:430(_replace)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:264(__repr__)
       21    0.000    0.000    0.000    0.000 resolver.py:91(descend_resolver)
       41    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        2    0.000    0.000    0.000    0.000 fetch.py:8(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method torch.distributed.distributed_c10d.get_debug_level}
        1    0.000    0.000    0.000    0.000 dataloader.py:488(check_worker_number_rationality)
       21    0.000    0.000    0.000    0.000 resolver.py:114(ascend_resolver)
        1    0.000    0.000    0.000    0.000 serializer.py:15(__init__)
        1    0.000    0.000    0.000    0.000 dataloader.py:394(multiprocessing_context)
       15    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       30    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 parse.py:530(urlunsplit)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
       30    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 transforms.py:126(__init__)
        1    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        8    0.000    0.000    0.000    0.000 _utils.py:7(_get_device_index)
        5    0.000    0.000    0.000    0.000 Image.py:3434(register_save)
        4    0.000    0.000    0.000    0.000 rendezvous.py:56(<genexpr>)
       21    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        4    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 sampler.py:226(__init__)
       10    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        1    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
        1    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_isInBadFork}
        1    0.000    0.000    0.000    0.000 emitter.py:160(expect_stream_start)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       10    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 rendezvous.py:82(<listcomp>)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        5    0.000    0.000    0.000    0.000 Image.py:3423(register_mime)
       13    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 cifar.py:101(<dictcomp>)
        2    0.000    0.000    0.000    0.000 representer.py:157(represent_bool)
        1    0.000    0.000    0.000    0.000 emitter.py:388(expect_block_mapping)
       10    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:512(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:176(is_initialized)
       10    0.000    0.000    0.000    0.000 ImageFile.py:75(_tilesort)
        2    0.000    0.000    0.000    0.000 os.py:759(decode)
       11    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 __init__.py:420(_make)
        1    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
       10    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       11    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        2    0.000    0.000    0.000    0.000 __init__.py:169(<listcomp>)
        1    0.000    0.000    0.000    0.000 events.py:22(__init__)
        1    0.000    0.000    0.000    0.000 emitter.py:430(check_empty_document)
        2    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
        8    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        5    0.000    0.000    0.000    0.000 distributed_c10d.py:481(_rank_not_in_group)
        1    0.000    0.000    0.000    0.000 events.py:37(__init__)
        5    0.000    0.000    0.000    0.000 dataloader.py:443(_auto_collation)
        1    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2974(_prod_dispatcher)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:346(JpegImageFile)
        1    0.000    0.000    0.000    0.000 nodes.py:36(__init__)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:728(_update_default_pg)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        8    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 dataloader.py:447(_index_sampler)
        3    0.000    0.000    0.000    0.000 distributed_c10d.py:266(<genexpr>)
        1    0.000    0.000    0.000    0.000 resolver.py:21(__init__)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 pathlib.py:519(__len__)
       12    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:368(_FuncPtr)
        1    0.000    0.000    0.000    0.000 emitter.py:797(write_stream_end)
        3    0.000    0.000    0.000    0.000 Image.py:3489(register_decoder)
        3    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getArchFlags}
        5    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 emitter.py:426(check_empty_mapping)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:148(PpmPlainDecoder)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        2    0.000    0.000    0.000    0.000 events.py:5(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.000    0.000 __init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 events.py:46(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        1    0.000    0.000    0.000    0.000 vision.py:88(__init__)
        1    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:361(DibImageFile)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 emitter.py:792(write_stream_start)
        6    0.000    0.000    0.000    0.000 parse.py:112(_noop)
        5    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
        1    0.000    0.000    0.000    0.000 Image.py:3445(register_save_all)
        2    0.000    0.000    0.000    0.000 distributed_c10d.py:347(pg_names)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCompiledVersion}
        1    0.000    0.000    0.000    0.000 __init__.py:61(get_calls)
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:919(<dictcomp>)
        3    0.000    0.000    0.000    0.000 distributed_c10d.py:268(get_device_backend_map)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:287(BmpRleDecoder)
        3    0.000    0.000    0.000    0.000 distributed_c10d.py:375(group_count)
        2    0.000    0.000    0.000    0.000 distributed_c10d.py:335(pg_map)
        1    0.000    0.000    0.000    0.000 emitter.py:106(dispose)
        2    0.000    0.000    0.000    0.000 parse.py:427(_checknetloc)
        1    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:331(default_pg)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:385(group_count)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:279(PpmDecoder)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:662(is_nccl_available)
        2    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:366(pg_backend_config)
        1    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:357(pg_group_ranks)


